id,facility_code,standby_time,time,operating_status,operating_status_start,operating_status_end,facility_fastpass_status,facility_fastpass_start,facility_fastpass_end
38,234,20,"2020-02-18 14:31:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
39,202,NULL,"2020-02-18 14:31:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
40,222,130,"2020-02-18 14:31:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
41,236,5,"2020-02-18 14:31:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
42,235,5,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
43,220,15,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
44,239,10,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
45,238,20,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
46,223,160,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
47,243,130,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
48,246,45,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
49,232,5,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
50,231,5,"2020-02-18 14:31:01.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
51,228,NULL,"2020-02-18 14:31:01.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
52,227,NULL,"2020-02-18 14:31:01.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
53,229,5,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
54,218,130,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
55,247,40,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
56,233,NULL,"2020-02-18 14:31:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
57,244,NULL,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
58,245,5,"2020-02-18 14:31:01.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
59,237,30,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
60,240,30,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
61,226,35,"2020-02-18 14:31:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:35:00.000000,17:35:00.000000
62,221,30,"2020-02-18 14:31:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
63,242,NULL,"2020-02-18 14:31:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
64,241,20,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
65,230,45,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
66,224,25,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:35:00.000000,18:35:00.000000
67,219,210,"2020-02-18 14:31:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
105,234,20,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
106,202,NULL,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
107,222,130,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
108,236,5,"2020-02-18 14:32:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
109,235,5,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
110,220,15,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
111,239,10,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
112,238,20,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
113,223,160,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
114,243,130,"2020-02-18 14:32:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
115,246,45,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
116,232,5,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
117,231,5,"2020-02-18 14:32:01.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
118,228,NULL,"2020-02-18 14:32:01.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
119,227,NULL,"2020-02-18 14:32:01.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
120,229,5,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
121,218,120,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
122,247,40,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
123,233,NULL,"2020-02-18 14:32:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
124,244,NULL,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
125,245,5,"2020-02-18 14:32:01.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
126,237,30,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
127,240,30,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
128,226,35,"2020-02-18 14:32:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:35:00.000000,17:35:00.000000
129,221,25,"2020-02-18 14:32:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
130,242,NULL,"2020-02-18 14:32:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
131,241,15,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
132,230,45,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
133,224,25,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:40:00.000000,18:40:00.000000
134,219,210,"2020-02-18 14:32:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
172,234,20,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
173,202,NULL,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
174,222,130,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
175,236,5,"2020-02-18 14:32:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
176,235,5,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
177,220,15,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
178,239,10,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
179,238,20,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
180,223,160,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
181,243,130,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
182,246,45,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
183,232,5,"2020-02-18 14:32:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
184,231,5,"2020-02-18 14:32:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
185,228,NULL,"2020-02-18 14:32:59.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
186,227,NULL,"2020-02-18 14:33:00.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
187,229,5,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
188,218,120,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
189,247,40,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
190,233,NULL,"2020-02-18 14:33:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
191,244,NULL,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
192,245,5,"2020-02-18 14:33:00.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
193,237,30,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
194,240,30,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
195,226,35,"2020-02-18 14:33:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:35:00.000000,17:35:00.000000
196,221,25,"2020-02-18 14:33:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
197,242,NULL,"2020-02-18 14:33:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
198,241,15,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
199,230,45,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
200,224,25,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:40:00.000000,18:40:00.000000
201,219,210,"2020-02-18 14:33:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
239,234,20,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
240,202,NULL,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
241,222,130,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
242,236,5,"2020-02-18 14:33:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
243,235,5,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
244,220,15,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
245,239,10,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
246,238,20,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
247,223,160,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
248,243,130,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
249,246,45,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
250,232,5,"2020-02-18 14:33:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
251,231,5,"2020-02-18 14:33:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
252,228,NULL,"2020-02-18 14:34:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
253,227,NULL,"2020-02-18 14:34:00.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
254,229,5,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
255,218,120,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
256,247,40,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
257,233,NULL,"2020-02-18 14:34:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
258,244,NULL,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
259,245,5,"2020-02-18 14:34:00.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
260,237,30,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
261,240,30,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
262,226,35,"2020-02-18 14:34:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:40:00.000000,17:40:00.000000
263,221,25,"2020-02-18 14:34:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
264,242,NULL,"2020-02-18 14:34:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
265,241,15,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
266,230,35,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
267,224,25,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:40:00.000000,18:40:00.000000
268,219,210,"2020-02-18 14:34:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
306,234,20,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
307,202,NULL,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
308,222,130,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
309,236,5,"2020-02-18 14:35:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
310,235,5,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
311,220,15,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
312,239,10,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
313,238,20,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
314,223,160,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
315,243,130,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
316,246,45,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
317,232,5,"2020-02-18 14:35:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
318,231,5,"2020-02-18 14:35:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
319,228,NULL,"2020-02-18 14:35:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
320,227,NULL,"2020-02-18 14:35:01.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
321,229,5,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
322,218,120,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
323,247,40,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
324,233,NULL,"2020-02-18 14:35:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
325,244,NULL,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
326,245,5,"2020-02-18 14:35:01.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
327,237,30,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
328,240,30,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
329,226,35,"2020-02-18 14:35:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:40:00.000000,17:40:00.000000
330,221,25,"2020-02-18 14:35:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
331,242,NULL,"2020-02-18 14:35:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
332,241,15,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
333,230,35,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
334,224,25,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:40:00.000000,18:40:00.000000
335,219,210,"2020-02-18 14:35:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
373,234,20,"2020-02-18 14:35:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
374,202,NULL,"2020-02-18 14:35:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
375,222,150,"2020-02-18 14:35:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
376,236,5,"2020-02-18 14:35:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
377,235,5,"2020-02-18 14:35:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
378,220,10,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
379,239,10,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
380,238,20,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
381,223,160,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
382,243,130,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
383,246,45,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
384,232,5,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
385,231,5,"2020-02-18 14:36:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
386,228,NULL,"2020-02-18 14:36:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
387,227,NULL,"2020-02-18 14:36:00.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
388,229,5,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
389,218,120,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
390,247,40,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
391,233,NULL,"2020-02-18 14:36:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
392,244,NULL,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
393,245,5,"2020-02-18 14:36:00.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
394,237,30,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
395,240,30,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
396,226,35,"2020-02-18 14:36:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:40:00.000000,17:40:00.000000
397,221,25,"2020-02-18 14:36:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
398,242,NULL,"2020-02-18 14:36:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
399,241,15,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
400,230,40,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
401,224,25,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:45:00.000000,18:45:00.000000
402,219,210,"2020-02-18 14:36:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
440,234,20,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
441,202,NULL,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
442,222,150,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
443,236,5,"2020-02-18 14:37:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
444,235,5,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
445,220,10,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
446,239,10,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
447,238,20,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
448,223,160,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
449,243,130,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
450,246,45,"2020-02-18 14:37:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
451,232,5,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
452,231,5,"2020-02-18 14:37:01.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
453,228,NULL,"2020-02-18 14:37:01.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
454,227,NULL,"2020-02-18 14:37:01.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
455,229,5,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
456,218,120,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
457,247,40,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
458,233,NULL,"2020-02-18 14:37:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
459,244,NULL,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
460,245,5,"2020-02-18 14:37:01.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
461,237,30,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
462,240,30,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
463,226,35,"2020-02-18 14:37:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:40:00.000000,17:40:00.000000
464,221,25,"2020-02-18 14:37:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,15:30:00.000000,15:50:00.000000
465,242,NULL,"2020-02-18 14:37:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
466,241,15,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
467,230,40,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
468,224,25,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行中,17:45:00.000000,18:45:00.000000
469,219,210,"2020-02-18 14:37:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
507,234,20,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
508,202,NULL,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
509,222,150,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
510,236,5,"2020-02-18 14:38:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
511,235,5,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
512,220,10,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
513,239,10,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
514,238,20,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
515,223,160,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
516,243,130,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
517,246,45,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
518,232,5,"2020-02-18 14:38:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
519,231,5,"2020-02-18 14:38:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
520,228,NULL,"2020-02-18 14:38:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
521,227,NULL,"2020-02-18 14:38:00.000000",一時運営中止,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
522,229,5,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
523,218,120,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
524,247,40,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
525,233,NULL,"2020-02-18 14:38:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
526,244,NULL,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
527,245,5,"2020-02-18 14:38:01.000000",運営中,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
528,237,30,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
529,240,25,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
530,226,35,"2020-02-18 14:38:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行中,16:50:00.000000,17:50:00.000000
531,221,20,"2020-02-18 14:38:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行中,16:00:00.000000,16:20:00.000000
532,242,NULL,"2020-02-18 14:38:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
533,241,15,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
534,230,40,"2020-02-18 14:38:01.000000",運営中,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
