id,facility_code,standby_time,time,operating_status,operating_status_start,operating_status_end,facility_fastpass_status,facility_fastpass_start,facility_fastpass_end
7149,243,140,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7150,246,40,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7151,232,5,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7152,231,5,"2020-02-18 16:16:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7153,228,5,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7154,227,5,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7155,229,5,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7156,218,110,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7157,247,20,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7158,233,NULL,"2020-02-18 16:16:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7159,244,NULL,"2020-02-18 16:16:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7160,245,NULL,"2020-02-18 16:17:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7161,237,35,"2020-02-18 16:17:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7162,240,30,"2020-02-18 16:17:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7163,226,30,"2020-02-18 16:17:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7164,221,15,"2020-02-18 16:17:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7165,242,NULL,"2020-02-18 16:17:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7166,241,15,"2020-02-18 16:17:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7167,230,NULL,"2020-02-18 16:17:00.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7168,224,20,"2020-02-18 16:17:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7169,219,NULL,"2020-02-18 16:17:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7207,234,20,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7208,202,NULL,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7209,222,130,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7210,236,5,"2020-02-18 16:18:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7211,235,5,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7212,220,10,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7213,239,5,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7214,238,15,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7215,223,140,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7216,243,140,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7217,246,40,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7218,232,5,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7219,231,5,"2020-02-18 16:18:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7220,228,5,"2020-02-18 16:18:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7221,227,5,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7222,229,5,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7223,218,110,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7224,247,20,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7225,233,NULL,"2020-02-18 16:18:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7226,244,NULL,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7227,245,NULL,"2020-02-18 16:18:01.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7228,237,30,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7229,240,25,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7230,226,30,"2020-02-18 16:18:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7231,221,10,"2020-02-18 16:18:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7232,242,NULL,"2020-02-18 16:18:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7233,241,20,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7234,230,NULL,"2020-02-18 16:18:01.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7235,224,20,"2020-02-18 16:18:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7236,219,NULL,"2020-02-18 16:18:01.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7274,234,20,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7275,202,NULL,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7276,222,130,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7277,236,5,"2020-02-18 16:18:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7278,235,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7279,220,10,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7280,239,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7281,238,15,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7282,223,140,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7283,243,140,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7284,246,40,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7285,232,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7286,231,5,"2020-02-18 16:18:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7287,228,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7288,227,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7289,229,5,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7290,218,110,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7291,247,20,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7292,233,NULL,"2020-02-18 16:18:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7293,244,NULL,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7294,245,NULL,"2020-02-18 16:18:59.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7295,237,30,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7296,240,25,"2020-02-18 16:18:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7297,226,30,"2020-02-18 16:18:59.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7298,221,10,"2020-02-18 16:19:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7299,242,NULL,"2020-02-18 16:19:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7300,241,20,"2020-02-18 16:19:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7301,230,NULL,"2020-02-18 16:19:00.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7302,224,20,"2020-02-18 16:19:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7303,219,NULL,"2020-02-18 16:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7341,234,20,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7342,202,NULL,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7343,222,130,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7344,236,5,"2020-02-18 16:20:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7345,235,5,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7346,220,10,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7347,239,5,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7348,238,15,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7349,223,140,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7350,243,140,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7351,246,40,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7352,232,5,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7353,231,5,"2020-02-18 16:20:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7354,228,NULL,"2020-02-18 16:20:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7355,227,5,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7356,229,5,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7357,218,110,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7358,247,20,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7359,233,NULL,"2020-02-18 16:20:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7360,244,NULL,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7361,245,NULL,"2020-02-18 16:20:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7362,237,30,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7363,240,25,"2020-02-18 16:20:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7364,226,30,"2020-02-18 16:20:01.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7365,221,10,"2020-02-18 16:20:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7366,242,NULL,"2020-02-18 16:20:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7367,241,20,"2020-02-18 16:20:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7368,230,NULL,"2020-02-18 16:20:01.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7369,224,20,"2020-02-18 16:20:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7370,219,NULL,"2020-02-18 16:20:01.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7408,234,20,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7409,202,NULL,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7410,222,130,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7411,236,5,"2020-02-18 16:20:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7412,235,5,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7413,220,10,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7414,239,5,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7415,238,15,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7416,223,140,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7417,243,140,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7418,246,40,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7419,232,5,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7420,231,5,"2020-02-18 16:20:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7421,228,NULL,"2020-02-18 16:20:59.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7422,227,5,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7423,229,5,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7424,218,110,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7425,247,20,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7426,233,NULL,"2020-02-18 16:20:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7427,244,NULL,"2020-02-18 16:20:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7428,245,NULL,"2020-02-18 16:20:59.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7429,237,30,"2020-02-18 16:21:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7430,240,25,"2020-02-18 16:21:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7431,226,30,"2020-02-18 16:21:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7432,221,10,"2020-02-18 16:21:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7433,242,NULL,"2020-02-18 16:21:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7434,241,20,"2020-02-18 16:21:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7435,230,NULL,"2020-02-18 16:21:00.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7436,224,20,"2020-02-18 16:21:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7437,219,NULL,"2020-02-18 16:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7475,234,20,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7476,202,NULL,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7477,222,130,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7478,236,5,"2020-02-18 16:21:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7479,235,5,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7480,220,10,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7481,239,5,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7482,238,15,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7483,223,140,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7484,243,140,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7485,246,45,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7486,232,5,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7487,231,5,"2020-02-18 16:21:59.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7488,228,NULL,"2020-02-18 16:21:59.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7489,227,5,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7490,229,5,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7491,218,110,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7492,247,20,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7493,233,NULL,"2020-02-18 16:21:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7494,244,NULL,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7495,245,NULL,"2020-02-18 16:21:59.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7496,237,30,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7497,240,30,"2020-02-18 16:21:59.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7498,226,30,"2020-02-18 16:21:59.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7499,221,5,"2020-02-18 16:21:59.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7500,242,NULL,"2020-02-18 16:22:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7501,241,20,"2020-02-18 16:22:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7502,230,NULL,"2020-02-18 16:22:00.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7503,224,20,"2020-02-18 16:22:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7504,219,NULL,"2020-02-18 16:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7542,234,20,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7543,202,NULL,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7544,222,130,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7545,236,5,"2020-02-18 16:23:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7546,235,5,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7547,220,10,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7548,239,5,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7549,238,15,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7550,223,140,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7551,243,140,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7552,246,45,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7553,232,5,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7554,231,5,"2020-02-18 16:23:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7555,228,NULL,"2020-02-18 16:23:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7556,227,5,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7557,229,5,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7558,218,110,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7559,247,20,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7560,233,NULL,"2020-02-18 16:23:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7561,244,NULL,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7562,245,NULL,"2020-02-18 16:23:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7563,237,30,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7564,240,30,"2020-02-18 16:23:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7565,226,30,"2020-02-18 16:23:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7566,221,5,"2020-02-18 16:23:00.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7567,242,NULL,"2020-02-18 16:23:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7568,241,20,"2020-02-18 16:23:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7569,230,NULL,"2020-02-18 16:23:01.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7570,224,20,"2020-02-18 16:23:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7571,219,NULL,"2020-02-18 16:23:01.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7609,234,20,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7610,202,NULL,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7611,222,130,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7612,236,5,"2020-02-18 16:24:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7613,235,5,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7614,220,10,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7615,239,5,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7616,238,15,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7617,223,140,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7618,243,140,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7619,246,45,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7620,232,5,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7621,231,5,"2020-02-18 16:24:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7622,228,NULL,"2020-02-18 16:24:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7623,227,5,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
7624,229,NULL,"2020-02-18 16:24:00.000000",一時運営中止,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7625,218,110,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7626,247,20,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7627,233,NULL,"2020-02-18 16:24:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7628,244,NULL,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7629,245,NULL,"2020-02-18 16:24:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
7630,237,30,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7631,240,30,"2020-02-18 16:24:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7632,226,30,"2020-02-18 16:24:00.000000",運営中,10:30:00.000000,19:00:00.000000,発行終了,NULL,NULL
7633,221,35,"2020-02-18 16:24:01.000000",運営中,10:15:00.000000,18:25:00.000000,発行終了,NULL,NULL
7634,242,NULL,"2020-02-18 16:24:01.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
7635,241,20,"2020-02-18 16:24:01.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7636,230,NULL,"2020-02-18 16:24:01.000000",一時案内中止,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
7637,224,20,"2020-02-18 16:24:01.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7638,219,NULL,"2020-02-18 16:24:01.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7676,234,20,"2020-02-18 16:25:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7677,202,NULL,"2020-02-18 16:25:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
7678,222,130,"2020-02-18 16:25:00.000000",運営中,10:00:00.000000,19:00:00.000000,発行終了,NULL,NULL
7679,236,5,"2020-02-18 16:25:00.000000",運営中,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
7680,235,5,"2020-02-18 16:25:00.000000",運営中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
